,mol_name,mol_smiles,mol_act,mol_fp,mol_prob
0,CHEMBL2263120,CC1(C)CC[C@]2(C(=O)OCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.72,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F957530>,0.4867522559599717
1,CHEMBL2263121,CC1(C)CC[C@]2(C(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.31,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F957620>,0.0365161737537404
2,CHEMBL168,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.0501000000000005,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9575D0>,0.006408692544957352
3,CHEMBL508831,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F957670>,0.5827482523739896
4,CHEMBL506556,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6cccc(C(=O)O)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.62,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9576C0>,0.5379444375946745
5,CHEMBL2262829,COc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1OC,0.82,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9574E0>,0.4404316545059993
6,CHEMBL2262836,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc4c(c3)OCO4)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.44,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9577B0>,0.6440364210831414
7,CHEMBL2262833,COc1ccccc1CC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.53,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F957F80>,0.5886049696783552
8,CHEMBL2262832,Cc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1,0.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F957800>,0.522045776761016
9,CHEMBL2263114,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc(F)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F957760>,0.5655254386995371
10,CHEMBL2263111,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccccc3Cl)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.56,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F957120>,0.5712090638488149
11,CHEMBL2263110,CSCCC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F957080>,0.5769498103804866
12,CHEMBL511000,CC1(C)CC[C@]2(C(=O)Nc3ccc(C(=O)O)cc3)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,3.09,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F935A80>,0.04550195440462157
13,CHEMBL506934,CCOC(=O)C(=O)O[C@H]1CC[C@@]2(C)[C@@H](CC[C@]3(C)[C@@H]2CC=C2[C@@H]4CC(C)(C)CC[C@]4(C(=O)O)CC[C@]23C)C1(C)C,2.89,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F920E90>,0.05557621261148306
14,CHEMBL2262831,Cc1ccccc1CC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F920F30>,0.5769498103804866
15,CHEMBL280487,C=C1[C@@H]([C@@H](O)C[C@H](C)[C@H]2O[C@@]3(CCCCO3)CC[C@H]2C)O[C@@H]2CC[C@@]3(CC[C@H](/C=C/[C@@H](C)[C@@H]4CC(C)=C[C@@]5(O[C@H](C[C@@](C)(O)C(=O)O)CC[C@H]5O)O4)O3)O[C@H]2[C@@H]1O,1.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F920EE0>,0.2725317930340126
16,CHEMBL140954,O=P(O)(O)C(F)(F)c1ccc(COc2ccc(OCc3ccc(C(F)(F)P(=O)(O)O)cc3)cc2)cc1,4.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F920DA0>,0.014995576820477703
17,CHEMBL440955,O=C1C[C@@H](c2ccc(C[C@H](Nc3nc4ccccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.27,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F920F80>,0.7633794943368531
18,CHEMBL246869,O=C1CC(c2ccc(C[C@H](Nc3nc4ccc(Br)cc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74C823A30>,0.6065306597126334
19,CHEMBL210836,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)[N-]1.[Na+],0.032,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74C823940>,0.9685065820791976
20,CHEMBL382311,CC(=O)N[C@@H](Cc1ccccc1)C(=O)N[C@@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)C(N)=O,0.24,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74C823440>,0.7866278610665535
21,CHEMBL1935500,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(C)CCC)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,1.41,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74C823210>,0.2441432831534371
22,CHEMBL1935493,C/C=C/C=C/C(=O)N1Cc2cc(OCCc3nc(/C=C/C(C)C)oc3C)ccc2C[C@H]1C(=O)O.CC(C)(C)N,2.2,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9041C0>,0.11080315836233387
23,CHEMBL253500,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(CCCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,0.043,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9044E0>,0.9579113900670306
24,CHEMBL254301,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)C3=NC[C@H](Cc4ccccc4)N3)cc2)S(=O)(=O)N1,1.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F904530>,0.2725317930340126
25,CHEMBL9473,O=P(O)(O)C(F)(F)c1ccc(CC(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)(c2nc(-c3ccccc3)cs2)n2nnc3ccccc32)cc1,0.19,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F904080>,0.8269591339433623
26,CHEMBL268526,Cc1ccc2cc(-c3ccc(CC(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)cc(P(=O)(O)O)c2n1,0.012,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F904EE0>,0.9880717128619305
27,CHEMBL1083714,O=C(O)[C@@H](Cc1ccccc1)Oc1c(Br)cc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,0.025,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9040D0>,0.9753099120283326
28,CHEMBL1778929,C=CCc1cc(C(=O)/C=C/c2cc(Br)c(O)cc2OC)ccc1O,7.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F904350>,0.0008251049232659046
29,CHEMBL403746,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)c3ncc(CCc4ccccc4)[nH]3)cc2)S(=O)(=O)N1,0.18,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F904300>,0.835270211411272
30,CHEMBL1938825,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3cc(Br)c(C(F)(F)P(=O)(O)O)cc3n2)cc1,0.018000000000000002,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94BB70>,0.9821610323583008
31,CHEMBL1938828,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3cc(F)c(C(F)(F)P(=O)(O)O)cc3c2)cc1,0.009000000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94B530>,0.9910403787728836
32,CHEMBL1938829,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc3cc(F)c(C(F)(F)P(=O)(O)O)cc3n2)cc1,0.011000000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94BA30>,0.9890602787753687
33,CHEMBL129681,O=C(O)C(=O)c1ccc(OCc2ccc(COc3ccc(C(=O)C(=O)O)cc3)cc2)cc1,2.7,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94B850>,0.06720551273974976
34,CHEMBL438957,COC(=O)c1ccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc2c1,0.15,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94BDF0>,0.8607079764250578
35,CHEMBL209197,O=C1CC(c2ccc(CC(NS(=O)(=O)c3c(F)cccc3F)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.16,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94BE40>,0.8521437889662113
36,CHEMBL437119,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(F)cc3F)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.11,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94B580>,0.8958341352965282
37,CHEMBL207645,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cc(Cl)ccc3Cl)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.16,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94B350>,0.8521437889662113
38,CHEMBL211171,COc1ccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)cc1,0.094,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94B3A0>,0.910282762240767
39,CHEMBL211076,Cc1cccc(S(=O)(=O)NC(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)c2nc3ccccc3[nH]2)c1,0.085,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94B8A0>,0.9185122844014574
40,CHEMBL380164,O=C1CC(c2ccc(CC(NS(=O)(=O)c3ccc(F)cc3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.08,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94BDA0>,0.9231163463866358
41,CHEMBL2113225,O=C(CCc1ccccc1)N[C@@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1.O=C(O)C(F)(F)F,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94BD00>,0.5488116360940265
42,CHEMBL254513,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)c3ncc[nH]3)cc2)S(=O)(=O)N1,0.24,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F94BC10>,0.7866278610665535
43,CHEMBL378614,Cc1cc(C[C@H](NS(=O)(=O)c2ccc(Br)c(C(F)(F)F)c2)c2nc3ccccc3[nH]2)ccc1[C@@H]1CC(=O)[N-]S1(=O)=O.[Na+],0.016,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F013170>,0.9841273200552851
44,CHEMBL208114,O=C1CC(c2ccc(C[C@H](NS(=O)(=O)c3ccccc3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)[N-]1.[Na+],0.018000000000000002,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74C7E0990>,0.9821610323583008
45,CHEMBL486986,C[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2[C@]1(C)O,3.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74C7D9E40>,0.02024191144580439
46,CHEMBL363977,CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)[C@H](CNC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,4.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95DB70>,0.013568559012200934
47,CHEMBL364349,CC(C)C[C@H](NC(=O)[C@H](Cc1ccc(OCC(=O)O)cc1)NC(=O)C(CNC(=O)OCc1ccccc1)CNC(=O)OCc1ccccc1)C(N)=O,2.8,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95DC60>,0.06081006262521797
48,CHEMBL363232,CC(C)C[C@H](CC(=O)[C@H](Cc1ccc(C(F)(F)C(=O)O)cc1)NC(=O)[C@H](CCC(=O)OCc1ccccc1)NC(=O)OCC1c2ccccc2-c2ccccc21)C(N)=O,3.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95DBC0>,0.0450492023935578
49,CHEMBL284765,CCOc1ccc(-c2cc(-c3ccc(-c4c(Cc5ccccc5)sc5ccccc45)cc3)ccc2OCC(=O)O)cc1,0.052000000000000005,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95DB20>,0.9493288668428895
50,CHEMBL282855,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc2c(Br)c(OCC(=O)O)ccc2c1,1.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D990>,0.2725317930340126
51,CHEMBL433065,O=C(Nc1ccc2c(c1)C(=O)C(=O)C=C2c1ccccc1)OCc1ccccc1,2.25,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D030>,0.10539922456186433
52,CHEMBL58848,COC(=O)CCc1ccc2c(c1)C(c1ccccc1)=CC(=O)C2=O,0.33,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D080>,0.7189237334319262
53,CHEMBL9321,O=P(O)(O)C(F)(F)c1ccc(CC(CCCc2ccccc2)(c2ccccc2)n2nnc3ccccc32)cc1,0.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D120>,0.522045776761016
54,CHEMBL266753,COC(CC(C)C)c1ccc2cc(-c3ccc(CC(Cc4ccc(C(F)(F)P(=O)(O)O)cc4)(c4ccccc4)n4nnc5ccccc54)cc3)cc(P(=O)(O)O)c2n1,0.28,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D170>,0.7557837414557255
55,CHEMBL24606,Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)sc4ccccc34)cc2)cc1Br,1.07,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D0D0>,0.34300851741870664
56,CHEMBL8758,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)c(Br)c1)c1ccccc1,1.22,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D210>,0.2952301669240142
57,CHEMBL3350944,Cc1ccc2oc(Cc3ccccc3)c(-c3ccc(-c4ccc(O[C@H](Cc5ccccc5)C(=O)O)cc4)cc3)c2c1,0.41,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D260>,0.6636502501363194
58,CHEMBL1778924,COc1cc(O)c(Br)cc1/C=C/C(=O)c1cccc(N2CCCCC2)c1,4.9,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D1C0>,0.007446583070924338
59,CHEMBL505561,COc1ccc(OC)c([C@@H]2O[C@H](Cn3cc(COC(=O)c4cccc(C(=O)OCc5cn(C[C@H]6O[C@@H](c7cc(OC)ccc7OC)[C@H](OC(=O)c7ccccc7)[C@@H](OC(=O)c7ccccc7)[C@@H]6OC(=O)c6ccccc6)nn5)c4)nn3)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)c1,0.87,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D350>,0.418951549247639
60,CHEMBL1765349,O=C(O)c1ccc(COc2cccc(/C=C3\S/C(=N\c4ccccc4)N(Cc4ccc(C(=O)O)cc4)C3=O)c2)cc1,0.22,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D300>,0.8025187979624785
61,CHEMBL1765350,CCCC(CCC)c1ccc(OCc2ccc(-c3csc(CN(CC(=O)O)Cc4ncc(C(C)(C)C)s4)n3)cc2)cc1,0.22,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D440>,0.8025187979624785
62,CHEMBL267022,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)c1ccccc1,2.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D530>,0.1353352832366127
63,CHEMBL1801439,Cc1ccc(S(=O)(=O)Oc2cc(OCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)c(/C=C3\SC(=O)NC3=O)cc2Br)cc1,2.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D580>,0.1353352832366127
64,CHEMBL190801,O=C1CN(c2ccccc2)S(=O)(=O)N1,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D5D0>,0.0820849986238988
65,CHEMBL1078307,CCCCCCCCCCCCCCCc1cc(O)cc(O)c1C(=O)Oc1cc(C)c(C(=O)O)c(O)c1,0.22,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D4E0>,0.8025187979624785
66,CHEMBL1078662,CCCCCCCCCCCCCCCc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c1C(=O)O,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D490>,0.5543272847345071
67,CHEMBL169,C[C@@H]1[C@H]2C3=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]3(C)CC[C@@]2(C(=O)O)CC[C@H]1C,2.5,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D3F0>,0.0820849986238988
68,CHEMBL1801406,O=C1NC(=O)/C(=C/c2ccc(OCc3ccc(F)cc3)cc2OCc2ccccc2)S1,9.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D670>,0.00012340980408667956
69,CHEMBL25881,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2ccc(OC(Cc3ccccc3)C(=O)O)cc2)cc1,1.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D710>,0.2725317930340126
70,CHEMBL472400,CC1(C)CC[C@]2(CCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.1,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D760>,0.1224564282529819
71,CHEMBL509868,CC1(C)CC[C@]2(CCCCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D6C0>,0.5543272847345071
72,CHEMBL452449,Cc1ccccc1CC(NC(=O)CCCC[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D620>,0.5769498103804866
73,CHEMBL446573,COc1ccccc1CC(NC(=O)CCCC[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.53,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D800>,0.5886049696783552
74,CHEMBL507502,CC1(C)CC[C@]2(CCCCC(=O)NC(Cc3ccc4c(c3)OCO4)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.44,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D8A0>,0.6440364210831414
75,CHEMBL446073,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CCC(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,5.97,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D8F0>,0.0025542414189929983
76,CHEMBL448816,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccccc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,2.67,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D940>,0.069252225309346
77,CHEMBL381584,O=C1C[C@@H](c2ccc(C[C@H](NS(=O)(=O)c3cccc(F)c3)c3nc4ccccc4[nH]3)cc2F)S(=O)(=O)[N-]1.[Na+],0.015,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D850>,0.9851119396030626
78,CHEMBL197929,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(C(F)(F)P(=O)(O)O)cc2)Cc2cccs2)cc1,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D7B0>,0.36787944117144233
79,CHEMBL198882,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(-c3csnn3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,0.07400000000000001,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95D9E0>,0.9286716938412872
80,CHEMBL193233,COc1ccc(-c2ccccc2)cc1N1CC(=O)NS1(=O)=O,2.47,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F95DA30>,0.08458485900156469
81,CHEMBL377236,COC(=O)/C1=C/c2c([nH]c3ccccc23)/C(C(=O)OC)=C\c2c1[nH]c1ccccc21,3.77,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F921C10>,0.02305206328722557
82,CHEMBL267245,O=C(OCc1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(c1ccccc1)n1nnc2ccccc21,0.24,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F921080>,0.7866278610665535
83,CHEMBL253475,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(F)c3)C3=NC[C@@H](Cc4ccccc4)N3)cc2)S(=O)(=O)N1,0.21,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F921710>,0.8105842459701871
84,CHEMBL253066,C[C@H]1CN=C(C(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)NS(=O)(=O)c2cccc(C(F)(F)F)c2)N1,0.81,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F921A80>,0.4448580662229411
85,CHEMBL211061,CC(C)(C)c1cccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc12,0.46,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F921170>,0.631283645506926
86,CHEMBL264833,N#Cc1ccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc2c1,0.053,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9211C0>,0.9483800124822982
87,CHEMBL208982,Cc1cccc2[nH]c(C(Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)NS(=O)(=O)c3ccc(-c4ccccc4)cc3)nc12,0.19,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9216C0>,0.8269591339433623
88,CHEMBL187343,Cc1ccc2c(c1)CCN2CCC(=O)N[C@@H](CCC(=O)OCc1ccccc1)C(=O)N[C@@H](Cc1ccc(OCC(=O)O)cc1)C(=O)C[C@@H](CC(C)C)C(N)=O,4.3,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F9214E0>,0.013568559012200934
89,CHEMBL428184,CC(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](C)C(=O)N[C@@H](CC(=O)O)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccc(OC(F)(C(=O)O)C(=O)O)cc1)C(=O)N[C@@H](CC(C)C)C(N)=O,1.0,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x000002D74F921AD0>,0.36787944117144233
