,mol_name,mol_smiles,mol_act,mol_fp
522,CHEMBL453868,O=C(O)c1cc(/C=C/c2ccc(/C=C/c3cc(C(=O)O)c(O)c(-c4ccco4)c3)cc2)cc(-c2ccco2)c1O,0.53,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96915D0>
523,CHEMBL2205515,CNc1nc(N)nc2nc(-c3ccccc3Br)ccc12,0.53,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691620>
524,CHEMBL2262833,COc1ccccc1CC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.53,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691670>
525,CHEMBL3593816,CCOc1cc(NS(C)(=O)=O)c(OCC)cc1CNC(=O)Nc1ccccc1,0.537,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96916C0>
526,CHEMBL508831,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691710>
527,CHEMBL508831,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691760>
528,CHEMBL267954,O=C(OCc1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)C(=O)OCc1ccccc1,0.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96917B0>
529,CHEMBL24005,CCCCc1oc2ccccc2c1C(O)c1ccc(-c2ccc(OCC(=O)O)cc2)cc1,0.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691800>
530,CHEMBL2436037,O=C(CCc1c[nH]c2ccccc12)N[C@@H](Cc1ccc(OCc2ccccc2)cc1)c1nc(C(=O)Nc2cc(F)ccc2C(=O)O)c(-c2ccccc2)s1,0.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691850>
531,CHEMBL508831,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6ccc(C(=O)O)cc6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96918A0>
532,CHEMBL253065,C[C@@H]1CN=C(C(Cc2ccc(C3CC(=O)NS3(=O)=O)cc2)NS(=O)(=O)c2cccc(C(F)(F)F)c2)N1,0.54,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96918F0>
533,CHEMBL2263110,CSCCC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691940>
534,CHEMBL2262831,Cc1ccccc1CC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691990>
535,CHEMBL452449,Cc1ccccc1CC(NC(=O)CCCC[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96919E0>
536,CHEMBL450403,CSCC[C@H](NC(=O)CCCC[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691A30>
537,CHEMBL2263110,CSCCC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691A80>
538,CHEMBL437371,COc1cccc2sc(N[C@@H](Cc3ccc(C4CC(=O)NS4(=O)=O)cc3)c3nc4ccccc4[nH]3)nc12,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691AD0>
539,CHEMBL4061417,CC(C)=CCc1cc(-c2cc(=O)c3c(O)c(CC=C(C)C)c(O)cc3o2)ccc1O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691B20>
540,CHEMBL2158214,O=C(O)c1ccc(COc2ccc(/C=C3\S/C(=N\c4ccccc4)N(Cc4ccc(C(=O)O)cc4)C3=O)cc2)cc1,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691B70>
541,CHEMBL2262831,Cc1ccccc1CC(NC(=O)C[C@]12CCC(C)(C)C[C@H]1C1=CC[C@@H]3[C@@]4(C)CC[C@H](O)C(C)(C)[C@@H]4CC[C@@]3(C)[C@]1(C)CC2)C(=O)O,0.55,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691BC0>
542,CHEMBL1241469,O=C(O)/C=C/c1cccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)c1,0.551,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691C10>
543,CHEMBL570779,O=C(CCCc1cccs1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,0.5533,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691C60>
544,CHEMBL2263111,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccccc3Cl)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.56,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691CB0>
545,CHEMBL301567,CC1(C)CC[C@]2(CCCCC(=O)NC(Cc3ccccc3Cl)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.56,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691D00>
546,CHEMBL2205522,CNc1nc(N)nc2nc(-c3c(OC)cccc3C(F)(F)F)ccc12,0.56,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691D50>
547,CHEMBL2375455,CC1(C)CC[C@]2(C(=O)NCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O[C@@H]6O[C@H](C(=O)O)[C@@H](O)[C@H](O)[C@H]6O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.56,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691DA0>
548,CHEMBL2263111,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccccc3Cl)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.56,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691DF0>
549,CHEMBL557450,O=C(CCCC[C@@H]1CCSC(c2ccccc2)(c2ccccc2)S1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,0.5667,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691E40>
550,CHEMBL2263114,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc(F)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691E90>
551,CHEMBL509443,CC1(C)CC[C@]2(CCCCC(=O)N[C@@H](Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691EE0>
552,CHEMBL2263114,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc(F)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691F30>
553,CHEMBL1933093,CC(C)(C)N.Cc1oc(/C=C/CCC(C)C)nc1CCOc1ccc2c(c1)CN(C(=O)/C=C/c1ccco1)[C@H](C(=O)O)C2,0.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9691F80>
554,CHEMBL449659,CC1(C)CC[C@]2(CCCCC(=O)NC(Cc3ccc(F)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692030>
555,CHEMBL2263107,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692080>
556,CHEMBL3628469,O=C1NC(=O)N(Cc2ccc(Cl)cc2Cl)/C1=C/c1ccc(OCc2ccc(Cl)cc2Cl)cc1,0.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96920D0>
557,CHEMBL2263107,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccccc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.57,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692120>
558,CHEMBL24032,Oc1ccc(-c2ccc(-c3c(Cc4ccc(O)cc4O)sc4ccccc34)cc2)cc1,0.57544,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692170>
559,CHEMBL24032,Oc1ccc(-c2ccc(-c3c(Cc4ccc(O)cc4O)sc4ccccc34)cc2)cc1,0.58,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96921C0>
560,CHEMBL266056,O=C(c1ccccc1)C(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)c1ccccc1,0.58,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692210>
561,CHEMBL1078662,CCCCCCCCCCCCCCCc1cc(O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)cc(O)c1C(=O)O,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692260>
562,CHEMBL509868,CC1(C)CC[C@]2(CCCCC(=O)N[C@@H](Cc3c[nH]c4ccccc34)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96922B0>
563,CHEMBL3350943,O=C(O)[C@H](Cc1ccccc1)Oc1ccc(-c2ccc(-c3c(Cc4ccccc4)oc4ncccc34)cc2)cc1,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692300>
564,CHEMBL2262838,CC1(C)CC[C@]2(C(=O)OCCCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692350>
565,CHEMBL567069,O=C1/C(=C/c2cn(-c3ccccc3)nc2-c2ccc(OCc3ccccc3Cl)cc2)SC(=S)N1CCS(=O)(=O)O,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96923A0>
566,CHEMBL443950,CC1(C)CC[C@]2(CCCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96923F0>
567,CHEMBL2113226,CS(=O)(=O)N[C@@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1.O=C(O)C(F)(F)F,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692440>
568,CHEMBL3402413,O=C(OC1CSSC1)c1ccc(C#CCCCCOC(=O)c2cc(Br)ccc2Br)cc1,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692490>
569,CHEMBL2263109,CC1(C)CC[C@]2(CC(=O)NC(CC3=CCc4ccccc43)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96924E0>
570,CHEMBL2262838,CC1(C)CC[C@]2(C(=O)OCCCCCCCCCCCCC(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692530>
571,CHEMBL2263109,CC1(C)CC[C@]2(CC(=O)NC(CC3=CCc4ccccc43)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.59,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692580>
572,CHEMBL2113225,O=C(CCc1ccccc1)N[C@@H](Cc1ccc([C@@H]2CC(=O)NS2(=O)=O)cc1)c1nc2ccccc2[nH]1.O=C(O)C(F)(F)F,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96925D0>
573,CHEMBL590103,Cc1ccccc1S(=O)(=O)N(Cc1ccc(C(=O)C(F)(F)P(=O)(O)O)cc1)Cc1ccc(C(=O)C(F)(F)P(=O)(O)O)cc1,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692620>
574,CHEMBL510867,COc1ccc(CC(NC(=O)CCCC[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692670>
575,CHEMBL198012,CN(Cc1ccccc1)C(=O)CN(Cc1ccc(C(F)(F)P(=O)(O)O)cc1)S(=O)(=O)c1ccc(OCC(=O)O)cc1,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96926C0>
576,CHEMBL372973,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccccc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692710>
577,CHEMBL2262835,COc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692760>
578,CHEMBL3427132,CCCCCCCCCCCCCCCCCC(=O)C1=C(O)OC(C)(C)OC1=O,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96927B0>
579,CHEMBL2262835,COc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1,0.6,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692800>
580,CHEMBL555056,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6c([nH]c7ccccc67)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692850>
581,CHEMBL462163,CC1(C)CC[C@]2(CCCCC(=O)NC(Cc3ccc(Cl)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96928A0>
582,CHEMBL2205518,CNc1nc(N)nc2nc(-c3ccc(Cl)cc3Cl)ccc12,0.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96928F0>
583,CHEMBL57157,CCN(CC)C(=O)CCC1=C(c2ccccc2)c2ccccc2C(=O)C1=O,0.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692940>
584,CHEMBL2263113,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc(Cl)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692990>
585,CHEMBL2263113,CC1(C)CC[C@]2(CC(=O)NC(Cc3ccc(Cl)cc3)C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.61,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96929E0>
586,CHEMBL506556,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6cccc(C(=O)O)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.62,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692A30>
587,CHEMBL506556,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6cccc(C(=O)O)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.62,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692A80>
588,CHEMBL446857,O=C1C=CC(=O)C([C@@H]2O[C@H](Cn3cc(COC(=O)c4cccc(C(=O)OCc5cn(C[C@H]6O[C@@H](C7=CC(=O)C=CC7=O)[C@H](OC(=O)c7ccccc7)[C@@H](OC(=O)c7ccccc7)[C@@H]6OC(=O)c6ccccc6)nn5)c4)nn3)[C@@H](OC(=O)c3ccccc3)[C@H](OC(=O)c3ccccc3)[C@H]2OC(=O)c2ccccc2)=C1,0.62,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692AD0>
589,CHEMBL506556,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](OCc6cccc(C(=O)O)c6)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.62,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692B20>
590,CHEMBL1242827,O=C(O)/C=C/c1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,0.62,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692B70>
591,CHEMBL394382,O=C1CC(c2ccc(C[C@H](Nc3nc4cc(Br)ccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.62,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692BC0>
592,CHEMBL2206069,CNc1nc(N)nc2nc(-c3c(F)cccc3N3CCCC3)ccc12,0.62,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692C10>
593,CHEMBL1242827,O=C(O)/C=C/c1ccc(-c2nc(-c3ccc4oc5c(C(=O)O)cccc5c4c3)cs2)cc1,0.62,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692C60>
594,CHEMBL448797,COc1cc(CC(NC(=O)CCCC[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc(OC)c1,0.63,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692CB0>
595,CHEMBL2262830,COc1cc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc(OC)c1,0.63,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692D00>
596,CHEMBL2262830,COc1cc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc(OC)c1,0.63,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692D50>
597,CHEMBL198220,O=C(O)COc1ccc(S(=O)(=O)N(Cc2ccc(NC(=O)c3ccccc3)cc2)Cc2ccc(C(F)(F)P(=O)(O)O)cc2)cc1,0.63,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692DA0>
598,CHEMBL556913,O=C(CCC1CSC(c2ccccc2)(c2ccccc2)S1)Nc1ccc2c(c1)CO[C@H](C(=O)O)C2,0.6377,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692DF0>
599,CHEMBL583504,CC1(C)CC[C@]2(C(=O)O)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)Cc6cnn(C(=O)c7cccnc7)c6C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0.64,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692E40>
600,CHEMBL2262832,Cc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1,0.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692E90>
601,CHEMBL9321,O=P(O)(O)C(F)(F)c1ccc(CC(CCCc2ccccc2)(c2ccccc2)n2nnc3ccccc32)cc1,0.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692EE0>
602,CHEMBL56948,CC(C)(C)OC(=O)COc1ccc(CC2=C(n3ccc4ccccc43)c3ccccc3C(=O)C2=O)cc1,0.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692F30>
603,CHEMBL280388,Cc1oc(-c2ccc(C(F)(F)F)cc2)nc1-c1ccc(-c2cc(Br)c(O)c(Br)c2)cc1,0.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9692F80>
604,CHEMBL57880,CCOC(=O)Nc1cccc2c1C(=O)C(=O)C=C2c1ccccc1,0.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9693030>
605,CHEMBL443398,Cc1ccc(CC(NC(=O)CCCC[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1,0.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9693080>
606,CHEMBL2262832,Cc1ccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)cc1,0.65,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96930D0>
607,CHEMBL443663,COc1cccc(CC(NC(=O)CCCC[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)c1OC,0.66,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9693120>
608,CHEMBL2262837,COc1cccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)c1OC,0.66,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9693170>
609,CHEMBL246038,O=C1CC(c2ccc(C[C@H](Nc3nc4c(F)cccc4s3)c3nc4ccccc4[nH]3)cc2)S(=O)(=O)N1,0.66,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96931C0>
610,CHEMBL403116,O=C1CC(c2ccc(CC(NS(=O)(=O)c3cccc(C(F)(F)F)c3)C3=NC[C@@H](c4ccccc4)N3)cc2)S(=O)(=O)N1,0.66,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9693210>
611,CHEMBL2262837,COc1cccc(CC(NC(=O)C[C@]23CCC(C)(C)C[C@H]2C2=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]4(C)[C@]2(C)CC3)C(=O)O)c1OC,0.66,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9693260>
612,CHEMBL562468,O=C(CCC1CSC(c2ccccc2)(c2ccccc2)S1)Nc1ccc2c(c1)C[C@@H](C(=O)O)OC2,0.6687,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC96932B0>
613,CHEMBL1083269,O=C(c1ccccc1)c1oc2ccccc2c1-c1ccc(-c2ccc(O[C@H](Cc3ccccc3)C(=O)O)cc2)cc1,0.67608,<rdkit.DataStructs.cDataStructs.ExplicitBitVect object at 0x0000021DC9693300>
